episode_id,step,commanded_vx,pitch,roll,omega_x,omega_y,sin_phase,cos_phase,fall_detected
0,0,0.2,0.0004,-0.0,0.0,0.2184,0.0157,0.9999,False
0,100,0.2,0.0239,0.0201,-0.0674,0.0773,0.9999,-0.0157,False
0,200,0.2,0.0415,-0.034,0.6471,-0.0219,-0.0157,-0.9999,False
0,300,0.2,0.0262,-0.0649,-0.0595,-0.0869,-0.9999,0.0157,False
0,400,0.2,0.0185,0.0012,-0.7021,-0.0357,0.0157,0.9999,False
0,500,0.2,0.0178,0.0532,-0.0276,-0.0131,0.9999,-0.0157,False
0,600,0.2,0.0284,-0.0114,0.8046,-0.0551,-0.0157,-0.9999,False
0,700,0.2,0.0147,-0.0568,0.0113,-0.0713,-0.9999,0.0157,False
0,800,0.2,0.0112,-0.0096,-0.6093,-0.0052,0.0157,0.9999,False
0,900,0.2,0.0155,0.0443,-0.0606,0.0144,0.9999,-0.0157,False
0,1000,0.2,0.0308,-0.016,0.7529,-0.0222,-0.0157,-0.9999,False
0,1100,0.2,0.0165,-0.0583,-0.0036,-0.0775,-0.9999,0.0157,False
0,1200,0.2,0.0121,-0.0085,-0.622,-0.0098,0.0157,0.9999,False
0,1300,0.2,0.016,0.045,-0.0576,0.0142,0.9999,-0.0157,False
0,1400,0.2,0.031,-0.0162,0.7595,-0.0242,-0.0157,-0.9999,False
0,1500,0.2,0.0167,-0.0587,-0.0028,-0.0778,-0.9999,0.0157,False
0,1600,0.2,0.0122,-0.009,-0.6198,-0.0094,0.0157,0.9999,False
0,1700,0.2,0.0162,0.0448,-0.0588,0.0137,0.9999,-0.0157,False
0,1800,0.2,0.0311,-0.0163,0.7588,-0.0246,-0.0157,-0.9999,False
0,1900,0.2,0.0168,-0.0586,-0.003,-0.0781,-0.9999,0.0157,False
0,2000,0.2,0.0122,-0.009,-0.6205,-0.0096,0.0157,0.9999,False
0,2100,0.2,0.0162,0.0449,-0.0586,0.0138,0.9999,-0.0157,False
0,2200,0.2,0.0311,-0.0162,0.7586,-0.0245,-0.0157,-0.9999,False
0,2300,0.2,0.0168,-0.0586,-0.0029,-0.078,-0.9999,0.0157,False
0,2400,0.2,0.0122,-0.0089,-0.6205,-0.0096,0.0157,0.9999,False
0,2500,0.2,0.0162,0.0449,-0.0586,0.0138,0.9999,-0.0157,False
0,2600,0.2,0.0311,-0.0162,0.7586,-0.0245,-0.0157,-0.9999,False
0,2700,0.2,0.0168,-0.0586,-0.0029,-0.078,-0.9999,0.0157,False
0,2800,0.2,0.0122,-0.0089,-0.6205,-0.0096,0.0157,0.9999,False
0,2900,0.2,0.0162,0.0449,-0.0586,0.0138,0.9999,-0.0157,False
0,3000,0.2,0.0311,-0.0162,0.7586,-0.0245,-0.0157,-0.9999,False
0,3100,0.2,0.0168,-0.0586,-0.0029,-0.078,-0.9999,0.0157,False
0,3200,0.2,0.0122,-0.0089,-0.6205,-0.0096,0.0157,0.9999,False
0,3300,0.2,0.0162,0.0449,-0.0586,0.0138,0.9999,-0.0157,False
0,3400,0.2,0.0311,-0.0162,0.7585,-0.0245,-0.0157,-0.9999,False
0,3500,0.2,0.0168,-0.0586,-0.0029,-0.0781,-0.9999,0.0157,False
0,3600,0.2,0.0122,-0.0089,-0.6206,-0.0096,0.0157,0.9999,False
0,3700,0.2,0.0162,0.0449,-0.0586,0.0138,0.9999,-0.0157,False
